"ID","ID_sub","description","N_pairs","r2"
"90015","90015","data_quality_good_wear_timeuses","6652","0.000480902517756247"
"90019","90019","monday_average_acceleration_f90019_0_0","6652","0.00699561666585919"
"90020","90020","tuesday_average_acceleration_f90020_0_0","6652","0.0125135918876122"
"90021","90021","wednesday_average_acceleration_f90021_0_0","6652","0.00855261758058085"
"90022","90022","thursday_average_acceleration_f90022_0_0","6652","0.00996512855727014"
"90023","90023","friday_average_acceleration_f90023_0_0","6652","0.00792475407827611"
"90024","90024","saturday_average_acceleration_f90024_0_0","6652","0.0163673061668852"
"90025","90025","sunday_average_acceleration_f90025_0_0","6652","0.0193297532210097"
"90027","90027","average_acceleration_0000_0059_f90027_0_0","6652","0.0999621276829678"
"90028","90028","average_acceleration_0100_0159_f90028_0_0","6652","0.0121020484960176"
"90029","90029","average_acceleration_0200_0259_f90029_0_0","6652","0.00311896283346664"
"90030","90030","average_acceleration_0300_0359_f90030_0_0","6652","0.00374217399175357"
"90031","90031","average_acceleration_0400_0459_f90031_0_0","6652","0.00408886912848197"
"90032","90032","average_acceleration_0500_0559_f90032_0_0","6652","0.0146694173404248"
"90033","90033","average_acceleration_0600_0659_f90033_0_0","6652","0.083066643746704"
"90034","90034","average_acceleration_0700_0759_f90034_0_0","6652","0.0856260896111504"
"90035","90035","average_acceleration_0800_0859_f90035_0_0","6652","0.0439983820007637"
"90036","90036","average_acceleration_0900_0959_f90036_0_0","6652","0.0197857362344558"
"90037","90037","average_acceleration_1000_1059_f90037_0_0","6652","0.0165238228139524"
"90038","90038","average_acceleration_1100_1159_f90038_0_0","6652","0.012467754622278"
"90039","90039","average_acceleration_1200_1259_f90039_0_0","6652","0.0133926164395625"
"90040","90040","average_acceleration_1300_1359_f90040_0_0","6652","0.0137887789614749"
"90041","90041","average_acceleration_1400_1459_f90041_0_0","6652","0.0172685797069998"
"90042","90042","average_acceleration_1500_1559_f90042_0_0","6652","0.0181987895866686"
"90043","90043","average_acceleration_1600_1659_f90043_0_0","6652","0.0158654300663522"
"90044","90044","average_acceleration_1700_1759_f90044_0_0","6652","0.0212839475464435"
"90045","90045","average_acceleration_1800_1859_f90045_0_0","6652","0.0362564773907601"
"90046","90046","average_acceleration_1900_1959_f90046_0_0","6652","0.0484520965290157"
"90047","90047","average_acceleration_2000_2059_f90047_0_0","6652","0.0509941226793106"
"90048","90048","average_acceleration_2100_2159_f90048_0_0","6652","0.044984913070858"
"90049","90049","average_acceleration_2200_2259_f90049_0_0","6652","0.0424865541387274"
"90050","90050","average_acceleration_2300_2359_f90050_0_0","6652","0.156513864452061"
"90088","90088","nowear_time_bias_adjusted_acceleration_standard_deviation_f90088_0_0","6652","0.0436357788373568"
"90089","90089","nowear_time_bias_adjusted_acceleration_median_f90089_0_0","6652","0.00723255788512313"
"90090","90090","nowear_time_bias_adjusted_acceleration_minimum_f90090_0_0","6652","0.00598223284042044"
"90091","90091","nowear_time_bias_adjusted_acceleration_maximum_f90091_0_0","6652","0.00786307781684395"
"2207","2207","wears_glasses_or_contact_lensesuses","74950","0.0263858038876785"
"2217","2217","age_started_wearing_glasses_or_contact_lensesuses","60110","0.00484204483913387"
"2227","2227","other_eye_problemsuses","74748","0.000134136119236833"
"4700","4700","age_cataract_diagnoseduses","62","0.00183567787937116"
"5610_3","5610","which_eyes_affected_by_presbyopiauses","2850","0.00283311070414525"
"5610_1","5610","which_eyes_affected_by_presbyopiauses","2850","3.2320908557847e-05"
"5610_2","5610","which_eyes_affected_by_presbyopiauses","2850","0.00142248216165657"
"5832_3","5832","which_eyes_affected_by_hypermetropia_long_sightuses","698","0.000117654359059802"
"5832_1","5832","which_eyes_affected_by_hypermetropia_long_sightuses","698","0.000715704126163883"
"5832_2","5832","which_eyes_affected_by_hypermetropia_long_sightuses","698","3.60877654455636e-07"
"5843_3","5843","which_eyes_affected_by_myopia_short_sightuses","2080","0.000252566820191556"
"5843_1","5843","which_eyes_affected_by_myopia_short_sightuses","2080","0.000456162144039216"
"5843_2","5843","which_eyes_affected_by_myopia_short_sightuses","2080","0.00147246884263297"
"5855_3","5855","which_eyes_affected_by_astigmatismuses","240","0.023431929792214"
"5855_1","5855","which_eyes_affected_by_astigmatismuses","240","0.0231077333881072"
"5855_2","5855","which_eyes_affected_by_astigmatismuses","240","0.000496369151576432"
"6147_7","6147","reason_for_glassescontact_lensesuses","74950","0.000329868626354513"
"6147_3","6147","reason_for_glassescontact_lensesuses","74950","0.14338607656083"
"6147_4","6147","reason_for_glassescontact_lensesuses","74950","0.0144347503958388"
"6147_1","6147","reason_for_glassescontact_lensesuses","74950","0.108333676682824"
"6147_6","6147","reason_for_glassescontact_lensesuses","74950","0.000903245629205436"
"6147_2","6147","reason_for_glassescontact_lensesuses","74950","0.0366149534659014"
"6147_5","6147","reason_for_glassescontact_lensesuses","74950","0.000173228029845529"
"6148_100","6148","eye_problemsdisordersuses","16239","0.0146248773086511"
"6148_6","6148","eye_problemsdisordersuses","16239","0.00243968211697423"
"6148_1","6148","eye_problemsdisordersuses","16239","0.00213402836616599"
"6148_2","6148","eye_problemsdisordersuses","16239","0.000995177641805953"
"6148_4","6148","eye_problemsdisordersuses","16239","0.00318317331148759"
"6148_3","6148","eye_problemsdisordersuses","16239","0.000697936769606476"
"6148_5","6148","eye_problemsdisordersuses","16239","0.000265000059555074"
"12673","12673","heart_rate_during_pwa_f12673_2_0","1601","0.00340700894665711"
"12674","12674","systolic_brachial_blood_pressure_during_pwa_f12674_2_0","1573","0.00671392049141424"
"12675","12675","diastolic_brachial_blood_pressure_during_pwa_f12675_2_0","1573","0.00264651094949616"
"12676","12676","peripheral_pulse_pressure_during_pwa_f12676_2_0","1573","0.00150733946585989"
"12677","12677","central_systolic_blood_pressure_during_pwa_f12677_2_0","1573","0.00458217822656893"
"12678","12678","central_pulse_pressure_during_pwa_f12678_2_0","1573","0.000481322750212452"
"12679","12679","number_of_beats_in_waveform_average_for_pwa_f12679_2_0","1601","0.000586349377259946"
"12680","12680","central_augmentation_pressure_during_pwa_f12680_2_0","1573","0.000109655397385606"
"12681","12681","augmentation_index_for_pwa_f12681_2_0","1601","0.000257756310334703"
"12682","12682","cardiac_output_during_pwa_f12682_2_0","1540","0.000424983513000035"
"12683","12683","end_systolic_pressure_during_pwa_f12683_2_0","1563","0.00493748556035613"
"12684","12684","end_systolic_pressure_index_during_pwa_f12684_2_0","1537","0.00370639581696518"
"12685","12685","total_peripheral_resistance_during_pwa_f12685_2_0","1563","0.000311126195944975"
"12686","12686","stroke_volume_during_pwa_f12686_2_0","1541","0.000839789709580344"
"12687","12687","mean_arterial_pressure_during_pwa_f12687_2_0","1573","0.0074182844715714"
"12697","12697","systolic_brachial_blood_pressure_f12697_2_0","1616","0.00785076580858979"
"12698","12698","diastolic_brachial_blood_pressure_f12698_2_0","1616","0.00393524126637831"
"12702","12702","cardiac_index_during_pwa_f12702_2_0","1503","0.00647535388814099"
"25056","25056","mean_fa_in_middle_cerebellar_peduncle_on_fa_skeleton_f25056_2_0","1114","0.00726581927762602"
"25057","25057","mean_fa_in_pontine_crossing_tract_on_fa_skeleton_f25057_2_0","1114","0.00239716235493646"
"25058","25058","mean_fa_in_genu_of_corpus_callosum_on_fa_skeleton_f25058_2_0","1114","0.00390658830535618"
"25059","25059","mean_fa_in_body_of_corpus_callosum_on_fa_skeleton_f25059_2_0","1114","0.00494927832256033"
"25060","25060","mean_fa_in_splenium_of_corpus_callosum_on_fa_skeleton_f25060_2_0","1114","0.00127365157452137"
"25061","25061","mean_fa_in_fornix_on_fa_skeleton_f25061_2_0","1114","0.0126681968767611"
"25062","25062","mean_fa_in_corticospinal_tract_on_fa_skeleton_right_f25062_2_0","1114","0.0107969476476525"
"25063","25063","mean_fa_in_corticospinal_tract_on_fa_skeleton_left_f25063_2_0","1114","0.00203463379045873"
"25064","25064","mean_fa_in_medial_lemniscus_on_fa_skeleton_right_f25064_2_0","1114","8.58772548327963e-05"
"25065","25065","mean_fa_in_medial_lemniscus_on_fa_skeleton_left_f25065_2_0","1114","1.08284032532665e-05"
"25066","25066","mean_fa_in_inferior_cerebellar_peduncle_on_fa_skeleton_right_f25066_2_0","1114","0.00047854958813137"
"25067","25067","mean_fa_in_inferior_cerebellar_peduncle_on_fa_skeleton_left_f25067_2_0","1114","0.000462923470131058"
"25068","25068","mean_fa_in_superior_cerebellar_peduncle_on_fa_skeleton_right_f25068_2_0","1114","0.00160364848419021"
"25069","25069","mean_fa_in_superior_cerebellar_peduncle_on_fa_skeleton_left_f25069_2_0","1114","0.000599535388969463"
"25070","25070","mean_fa_in_cerebral_peduncle_on_fa_skeleton_right_f25070_2_0","1114","0.00868466261776711"
"25071","25071","mean_fa_in_cerebral_peduncle_on_fa_skeleton_left_f25071_2_0","1114","0.029098849472074"
"25072","25072","mean_fa_in_anterior_limb_of_internal_capsule_on_fa_skeleton_right_f25072_2_0","1114","0.00778799678945786"
"25073","25073","mean_fa_in_anterior_limb_of_internal_capsule_on_fa_skeleton_left_f25073_2_0","1114","0.00525854850582017"
"25074","25074","mean_fa_in_posterior_limb_of_internal_capsule_on_fa_skeleton_right_f25074_2_0","1114","9.11606490281808e-05"
"25075","25075","mean_fa_in_posterior_limb_of_internal_capsule_on_fa_skeleton_left_f25075_2_0","1114","0.0030517256546633"
"25076","25076","mean_fa_in_retrolenticular_part_of_internal_capsule_on_fa_skeleton_right_f25076_2_0","1114","0.000450971419523712"
"25077","25077","mean_fa_in_retrolenticular_part_of_internal_capsule_on_fa_skeleton_left_f25077_2_0","1114","0.00802023945497447"
"25078","25078","mean_fa_in_anterior_corona_radiata_on_fa_skeleton_right_f25078_2_0","1114","0.00851999914243517"
"25079","25079","mean_fa_in_anterior_corona_radiata_on_fa_skeleton_left_f25079_2_0","1114","0.0124757702772723"
"25080","25080","mean_fa_in_superior_corona_radiata_on_fa_skeleton_right_f25080_2_0","1114","8.52646498133032e-07"
"25081","25081","mean_fa_in_superior_corona_radiata_on_fa_skeleton_left_f25081_2_0","1114","5.08143024236142e-05"
"25082","25082","mean_fa_in_posterior_corona_radiata_on_fa_skeleton_right_f25082_2_0","1114","0.000240875434883449"
"25083","25083","mean_fa_in_posterior_corona_radiata_on_fa_skeleton_left_f25083_2_0","1114","0.00250140909588051"
"25084","25084","mean_fa_in_posterior_thalamic_radiation_on_fa_skeleton_right_f25084_2_0","1114","0.000101338990809205"
"25085","25085","mean_fa_in_posterior_thalamic_radiation_on_fa_skeleton_left_f25085_2_0","1114","0.000156531604691974"
"25086","25086","mean_fa_in_sagittal_stratum_on_fa_skeleton_right_f25086_2_0","1114","0.00314878504820529"
"25087","25087","mean_fa_in_sagittal_stratum_on_fa_skeleton_left_f25087_2_0","1114","0.000346103349479254"
"25088","25088","mean_fa_in_external_capsule_on_fa_skeleton_right_f25088_2_0","1114","0.0113124676374033"
"25089","25089","mean_fa_in_external_capsule_on_fa_skeleton_left_f25089_2_0","1114","0.0203728210883301"
"25090","25090","mean_fa_in_cingulum_cingulate_gyrus_on_fa_skeleton_right_f25090_2_0","1114","4.68479974809717e-05"
"25091","25091","mean_fa_in_cingulum_cingulate_gyrus_on_fa_skeleton_left_f25091_2_0","1114","0.000303656237652024"
"25092","25092","mean_fa_in_cingulum_hippocampus_on_fa_skeleton_right_f25092_2_0","1114","0.000422864332932311"
"25093","25093","mean_fa_in_cingulum_hippocampus_on_fa_skeleton_left_f25093_2_0","1114","0.000611569432075707"
"25094","25094","mean_fa_in_fornix_cresstria_terminalis_on_fa_skeleton_right_f25094_2_0","1114","0.0243433092921985"
"25095","25095","mean_fa_in_fornix_cresstria_terminalis_on_fa_skeleton_left_f25095_2_0","1114","0.0178560443830653"
"25096","25096","mean_fa_in_superior_longitudinal_fasciculus_on_fa_skeleton_right_f25096_2_0","1114","0.000878718612387938"
"25097","25097","mean_fa_in_superior_longitudinal_fasciculus_on_fa_skeleton_left_f25097_2_0","1114","0.00166697256513991"
"25098","25098","mean_fa_in_superior_frontooccipital_fasciculus_on_fa_skeleton_right_f25098_2_0","1114","0.0081231407403869"
"25099","25099","mean_fa_in_superior_frontooccipital_fasciculus_on_fa_skeleton_left_f25099_2_0","1114","0.00477192843878168"
"25100","25100","mean_fa_in_uncinate_fasciculus_on_fa_skeleton_right_f25100_2_0","1114","0.00700828132438859"
"25101","25101","mean_fa_in_uncinate_fasciculus_on_fa_skeleton_left_f25101_2_0","1114","0.00304412944836524"
"25102","25102","mean_fa_in_tapetum_on_fa_skeleton_right_f25102_2_0","1114","0.000123806600204521"
"25103","25103","mean_fa_in_tapetum_on_fa_skeleton_left_f25103_2_0","1114","8.84399644768644e-05"
"25104","25104","mean_md_in_middle_cerebellar_peduncle_on_fa_skeleton_f25104_2_0","1114","0.337460203694971"
"25105","25105","mean_md_in_pontine_crossing_tract_on_fa_skeleton_f25105_2_0","1114","0.351276643322468"
"25106","25106","mean_md_in_genu_of_corpus_callosum_on_fa_skeleton_f25106_2_0","1114","0.394822023644561"
"25107","25107","mean_md_in_body_of_corpus_callosum_on_fa_skeleton_f25107_2_0","1114","0.368036609372107"
"25108","25108","mean_md_in_splenium_of_corpus_callosum_on_fa_skeleton_f25108_2_0","1114","0.354972103497185"
"25109","25109","mean_md_in_fornix_on_fa_skeleton_f25109_2_0","1114","0.0120789496318205"
"25110","25110","mean_md_in_corticospinal_tract_on_fa_skeleton_right_f25110_2_0","1114","0.333624118513595"
"25111","25111","mean_md_in_corticospinal_tract_on_fa_skeleton_left_f25111_2_0","1114","0.32533490957163"
"25112","25112","mean_md_in_medial_lemniscus_on_fa_skeleton_right_f25112_2_0","1114","0.326797154174789"
"25113","25113","mean_md_in_medial_lemniscus_on_fa_skeleton_left_f25113_2_0","1114","0.36873085842371"
"25114","25114","mean_md_in_inferior_cerebellar_peduncle_on_fa_skeleton_right_f25114_2_0","1114","0.371708848816894"
"25115","25115","mean_md_in_inferior_cerebellar_peduncle_on_fa_skeleton_left_f25115_2_0","1114","0.32562338322646"
"25116","25116","mean_md_in_superior_cerebellar_peduncle_on_fa_skeleton_right_f25116_2_0","1114","0.398248251739618"
"25117","25117","mean_md_in_superior_cerebellar_peduncle_on_fa_skeleton_left_f25117_2_0","1114","0.410327236835383"
"25118","25118","mean_md_in_cerebral_peduncle_on_fa_skeleton_right_f25118_2_0","1114","0.378573051801095"
"25119","25119","mean_md_in_cerebral_peduncle_on_fa_skeleton_left_f25119_2_0","1114","0.335396319911865"
"25120","25120","mean_md_in_anterior_limb_of_internal_capsule_on_fa_skeleton_right_f25120_2_0","1114","0.359492823065674"
"25121","25121","mean_md_in_anterior_limb_of_internal_capsule_on_fa_skeleton_left_f25121_2_0","1114","0.404533624355021"
"25122","25122","mean_md_in_posterior_limb_of_internal_capsule_on_fa_skeleton_right_f25122_2_0","1114","0.385254517719086"
"25123","25123","mean_md_in_posterior_limb_of_internal_capsule_on_fa_skeleton_left_f25123_2_0","1114","0.425043490150173"
"25124","25124","mean_md_in_retrolenticular_part_of_internal_capsule_on_fa_skeleton_right_f25124_2_0","1114","0.337241256305896"
"25125","25125","mean_md_in_retrolenticular_part_of_internal_capsule_on_fa_skeleton_left_f25125_2_0","1114","0.359873727708166"
"25126","25126","mean_md_in_anterior_corona_radiata_on_fa_skeleton_right_f25126_2_0","1114","0.392162927682226"
"25127","25127","mean_md_in_anterior_corona_radiata_on_fa_skeleton_left_f25127_2_0","1114","0.373828713883203"
"25128","25128","mean_md_in_superior_corona_radiata_on_fa_skeleton_right_f25128_2_0","1114","0.364597407400047"
"25129","25129","mean_md_in_superior_corona_radiata_on_fa_skeleton_left_f25129_2_0","1114","0.354619701329846"
"25130","25130","mean_md_in_posterior_corona_radiata_on_fa_skeleton_right_f25130_2_0","1114","0.351147675832224"
"25131","25131","mean_md_in_posterior_corona_radiata_on_fa_skeleton_left_f25131_2_0","1114","0.356698081760745"
"25132","25132","mean_md_in_posterior_thalamic_radiation_on_fa_skeleton_right_f25132_2_0","1114","0.331695899334986"
"25133","25133","mean_md_in_posterior_thalamic_radiation_on_fa_skeleton_left_f25133_2_0","1114","0.350819104667305"
"25134","25134","mean_md_in_sagittal_stratum_on_fa_skeleton_right_f25134_2_0","1114","0.377584485982543"
"25135","25135","mean_md_in_sagittal_stratum_on_fa_skeleton_left_f25135_2_0","1114","0.372154376732479"
"25136","25136","mean_md_in_external_capsule_on_fa_skeleton_right_f25136_2_0","1114","0.375702334857362"
"25137","25137","mean_md_in_external_capsule_on_fa_skeleton_left_f25137_2_0","1114","0.425481087486178"
"25138","25138","mean_md_in_cingulum_cingulate_gyrus_on_fa_skeleton_right_f25138_2_0","1114","0.371745551155641"
"25139","25139","mean_md_in_cingulum_cingulate_gyrus_on_fa_skeleton_left_f25139_2_0","1114","0.361075975280342"
"25140","25140","mean_md_in_cingulum_hippocampus_on_fa_skeleton_right_f25140_2_0","1114","0.358945180439623"
"25141","25141","mean_md_in_cingulum_hippocampus_on_fa_skeleton_left_f25141_2_0","1114","0.337505096710215"
"25142","25142","mean_md_in_fornix_cresstria_terminalis_on_fa_skeleton_right_f25142_2_0","1114","0.367207299248046"
"25143","25143","mean_md_in_fornix_cresstria_terminalis_on_fa_skeleton_left_f25143_2_0","1114","0.320103704784802"
"25144","25144","mean_md_in_superior_longitudinal_fasciculus_on_fa_skeleton_right_f25144_2_0","1114","0.331311000632171"
"25145","25145","mean_md_in_superior_longitudinal_fasciculus_on_fa_skeleton_left_f25145_2_0","1114","0.358689389271123"
"25146","25146","mean_md_in_superior_frontooccipital_fasciculus_on_fa_skeleton_right_f25146_2_0","1114","0.368531546226431"
"25147","25147","mean_md_in_superior_frontooccipital_fasciculus_on_fa_skeleton_left_f25147_2_0","1114","0.369360199147953"
"25148","25148","mean_md_in_uncinate_fasciculus_on_fa_skeleton_right_f25148_2_0","1114","0.392992057734902"
"25149","25149","mean_md_in_uncinate_fasciculus_on_fa_skeleton_left_f25149_2_0","1114","0.410953131921292"
"25150","25150","mean_md_in_tapetum_on_fa_skeleton_right_f25150_2_0","1114","0.00329270749442574"
"25151","25151","mean_md_in_tapetum_on_fa_skeleton_left_f25151_2_0","1114","0.105402990434036"
"25152","25152","mean_mo_in_middle_cerebellar_peduncle_on_fa_skeleton_f25152_2_0","1114","0.00366334897817713"
"25153","25153","mean_mo_in_pontine_crossing_tract_on_fa_skeleton_f25153_2_0","1114","0.00125279548303903"
"25154","25154","mean_mo_in_genu_of_corpus_callosum_on_fa_skeleton_f25154_2_0","1114","0.000736817195033268"
"25155","25155","mean_mo_in_body_of_corpus_callosum_on_fa_skeleton_f25155_2_0","1114","0.0134150108723744"
"25156","25156","mean_mo_in_splenium_of_corpus_callosum_on_fa_skeleton_f25156_2_0","1114","0.00215144676792281"
"25157","25157","mean_mo_in_fornix_on_fa_skeleton_f25157_2_0","1114","0.000630258105873059"
"25158","25158","mean_mo_in_corticospinal_tract_on_fa_skeleton_right_f25158_2_0","1114","0.000911758465790399"
"25159","25159","mean_mo_in_corticospinal_tract_on_fa_skeleton_left_f25159_2_0","1114","0.000473687139374871"
"25160","25160","mean_mo_in_medial_lemniscus_on_fa_skeleton_right_f25160_2_0","1114","0.000102379546356778"
"25161","25161","mean_mo_in_medial_lemniscus_on_fa_skeleton_left_f25161_2_0","1114","0.00329952376836107"
"25162","25162","mean_mo_in_inferior_cerebellar_peduncle_on_fa_skeleton_right_f25162_2_0","1114","0.00120568918564824"
"25163","25163","mean_mo_in_inferior_cerebellar_peduncle_on_fa_skeleton_left_f25163_2_0","1114","5.85561002189659e-05"
"25164","25164","mean_mo_in_superior_cerebellar_peduncle_on_fa_skeleton_right_f25164_2_0","1114","0.000148888473903063"
"25165","25165","mean_mo_in_superior_cerebellar_peduncle_on_fa_skeleton_left_f25165_2_0","1114","0.00174068989727247"
"25166","25166","mean_mo_in_cerebral_peduncle_on_fa_skeleton_right_f25166_2_0","1114","0.00271237767634804"
"25167","25167","mean_mo_in_cerebral_peduncle_on_fa_skeleton_left_f25167_2_0","1114","0.00939386412101227"
"25168","25168","mean_mo_in_anterior_limb_of_internal_capsule_on_fa_skeleton_right_f25168_2_0","1114","0.000248233321608997"
"25169","25169","mean_mo_in_anterior_limb_of_internal_capsule_on_fa_skeleton_left_f25169_2_0","1114","3.03491152751341e-06"
"25170","25170","mean_mo_in_posterior_limb_of_internal_capsule_on_fa_skeleton_right_f25170_2_0","1114","0.0010914736777242"
"25171","25171","mean_mo_in_posterior_limb_of_internal_capsule_on_fa_skeleton_left_f25171_2_0","1114","8.69850868668645e-05"
"25172","25172","mean_mo_in_retrolenticular_part_of_internal_capsule_on_fa_skeleton_right_f25172_2_0","1114","4.98402420772143e-06"
"25173","25173","mean_mo_in_retrolenticular_part_of_internal_capsule_on_fa_skeleton_left_f25173_2_0","1114","0.000550183992822267"
"25174","25174","mean_mo_in_anterior_corona_radiata_on_fa_skeleton_right_f25174_2_0","1114","0.00183445336125513"
"25175","25175","mean_mo_in_anterior_corona_radiata_on_fa_skeleton_left_f25175_2_0","1114","0.000220651351272667"
"25176","25176","mean_mo_in_superior_corona_radiata_on_fa_skeleton_right_f25176_2_0","1114","0.00415412684844967"
"25177","25177","mean_mo_in_superior_corona_radiata_on_fa_skeleton_left_f25177_2_0","1114","0.00219133848305166"
"25178","25178","mean_mo_in_posterior_corona_radiata_on_fa_skeleton_right_f25178_2_0","1114","6.26666196823695e-05"
"25179","25179","mean_mo_in_posterior_corona_radiata_on_fa_skeleton_left_f25179_2_0","1114","0.00541458722700306"
"25180","25180","mean_mo_in_posterior_thalamic_radiation_on_fa_skeleton_right_f25180_2_0","1114","0.000106039449762966"
"25181","25181","mean_mo_in_posterior_thalamic_radiation_on_fa_skeleton_left_f25181_2_0","1114","0.000440474282439992"
"25182","25182","mean_mo_in_sagittal_stratum_on_fa_skeleton_right_f25182_2_0","1114","0.000633931819750826"
"25183","25183","mean_mo_in_sagittal_stratum_on_fa_skeleton_left_f25183_2_0","1114","0.0012537163830287"
"25184","25184","mean_mo_in_external_capsule_on_fa_skeleton_right_f25184_2_0","1114","0.0010255038877104"
"25185","25185","mean_mo_in_external_capsule_on_fa_skeleton_left_f25185_2_0","1114","0.000383702048770996"
"25186","25186","mean_mo_in_cingulum_cingulate_gyrus_on_fa_skeleton_right_f25186_2_0","1114","0.00076611912588249"
"25187","25187","mean_mo_in_cingulum_cingulate_gyrus_on_fa_skeleton_left_f25187_2_0","1114","0.00131600147050631"
"25188","25188","mean_mo_in_cingulum_hippocampus_on_fa_skeleton_right_f25188_2_0","1114","0.00144718634949447"
"25189","25189","mean_mo_in_cingulum_hippocampus_on_fa_skeleton_left_f25189_2_0","1114","0.000510805929152516"
"25190","25190","mean_mo_in_fornix_cresstria_terminalis_on_fa_skeleton_right_f25190_2_0","1114","0.0119432955750845"
"25191","25191","mean_mo_in_fornix_cresstria_terminalis_on_fa_skeleton_left_f25191_2_0","1114","0.00953022398528134"
"25192","25192","mean_mo_in_superior_longitudinal_fasciculus_on_fa_skeleton_right_f25192_2_0","1114","8.21832688357546e-05"
"25193","25193","mean_mo_in_superior_longitudinal_fasciculus_on_fa_skeleton_left_f25193_2_0","1114","0.00029176187301417"
"25194","25194","mean_mo_in_superior_frontooccipital_fasciculus_on_fa_skeleton_right_f25194_2_0","1114","9.19427651291864e-06"
"25195","25195","mean_mo_in_superior_frontooccipital_fasciculus_on_fa_skeleton_left_f25195_2_0","1114","8.02404548619118e-06"
"25196","25196","mean_mo_in_uncinate_fasciculus_on_fa_skeleton_right_f25196_2_0","1114","0.00614429519562352"
"25197","25197","mean_mo_in_uncinate_fasciculus_on_fa_skeleton_left_f25197_2_0","1114","0.000706739442838962"
"25198","25198","mean_mo_in_tapetum_on_fa_skeleton_right_f25198_2_0","1114","1.01394519572899e-05"
"25199","25199","mean_mo_in_tapetum_on_fa_skeleton_left_f25199_2_0","1114","0.000530199252720048"
"25200","25200","mean_l1_in_middle_cerebellar_peduncle_on_fa_skeleton_f25200_2_0","1114","0.379313742831138"
"25201","25201","mean_l1_in_pontine_crossing_tract_on_fa_skeleton_f25201_2_0","1114","0.329165350992274"
"25202","25202","mean_l1_in_genu_of_corpus_callosum_on_fa_skeleton_f25202_2_0","1114","0.250339462639081"
"25203","25203","mean_l1_in_body_of_corpus_callosum_on_fa_skeleton_f25203_2_0","1114","0.3266133035841"
"25204","25204","mean_l1_in_splenium_of_corpus_callosum_on_fa_skeleton_f25204_2_0","1114","0.306923497078769"
"25205","25205","mean_l1_in_fornix_on_fa_skeleton_f25205_2_0","1114","0.089629984653571"
"25206","25206","mean_l1_in_corticospinal_tract_on_fa_skeleton_right_f25206_2_0","1114","0.289424584132558"
"25207","25207","mean_l1_in_corticospinal_tract_on_fa_skeleton_left_f25207_2_0","1114","0.251124524838561"
"25208","25208","mean_l1_in_medial_lemniscus_on_fa_skeleton_right_f25208_2_0","1114","0.265418654323509"
"25209","25209","mean_l1_in_medial_lemniscus_on_fa_skeleton_left_f25209_2_0","1114","0.251692963705638"
"25210","25210","mean_l1_in_inferior_cerebellar_peduncle_on_fa_skeleton_right_f25210_2_0","1114","0.382317193992007"
"25211","25211","mean_l1_in_inferior_cerebellar_peduncle_on_fa_skeleton_left_f25211_2_0","1114","0.325459851740185"
"25212","25212","mean_l1_in_superior_cerebellar_peduncle_on_fa_skeleton_right_f25212_2_0","1114","0.221779037472928"
"25213","25213","mean_l1_in_superior_cerebellar_peduncle_on_fa_skeleton_left_f25213_2_0","1114","0.295949375114627"
"25214","25214","mean_l1_in_cerebral_peduncle_on_fa_skeleton_right_f25214_2_0","1114","0.0536844611326675"
"25215","25215","mean_l1_in_cerebral_peduncle_on_fa_skeleton_left_f25215_2_0","1114","0.17683861637187"
"25216","25216","mean_l1_in_anterior_limb_of_internal_capsule_on_fa_skeleton_right_f25216_2_0","1114","0.326853561535987"
"25217","25217","mean_l1_in_anterior_limb_of_internal_capsule_on_fa_skeleton_left_f25217_2_0","1114","0.342957305052366"
"25218","25218","mean_l1_in_posterior_limb_of_internal_capsule_on_fa_skeleton_right_f25218_2_0","1114","0.324995979253805"
"25219","25219","mean_l1_in_posterior_limb_of_internal_capsule_on_fa_skeleton_left_f25219_2_0","1114","0.383194355684422"
"25220","25220","mean_l1_in_retrolenticular_part_of_internal_capsule_on_fa_skeleton_right_f25220_2_0","1114","0.338803042247484"
"25221","25221","mean_l1_in_retrolenticular_part_of_internal_capsule_on_fa_skeleton_left_f25221_2_0","1114","0.310575819289263"
"25222","25222","mean_l1_in_anterior_corona_radiata_on_fa_skeleton_right_f25222_2_0","1114","0.349282138273176"
"25223","25223","mean_l1_in_anterior_corona_radiata_on_fa_skeleton_left_f25223_2_0","1114","0.37391751937669"
"25224","25224","mean_l1_in_superior_corona_radiata_on_fa_skeleton_right_f25224_2_0","1114","0.395124530653897"
"25225","25225","mean_l1_in_superior_corona_radiata_on_fa_skeleton_left_f25225_2_0","1114","0.386151142894865"
"25226","25226","mean_l1_in_posterior_corona_radiata_on_fa_skeleton_right_f25226_2_0","1114","0.284893678458972"
"25227","25227","mean_l1_in_posterior_corona_radiata_on_fa_skeleton_left_f25227_2_0","1114","0.311385435474745"
"25228","25228","mean_l1_in_posterior_thalamic_radiation_on_fa_skeleton_right_f25228_2_0","1114","0.00182549060688216"
"25229","25229","mean_l1_in_posterior_thalamic_radiation_on_fa_skeleton_left_f25229_2_0","1114","0.00180082638692155"
"25230","25230","mean_l1_in_sagittal_stratum_on_fa_skeleton_right_f25230_2_0","1114","0.269462673850503"
"25231","25231","mean_l1_in_sagittal_stratum_on_fa_skeleton_left_f25231_2_0","1114","0.308519663702928"
"25232","25232","mean_l1_in_external_capsule_on_fa_skeleton_right_f25232_2_0","1114","0.334928078865375"
